"artist_title"	"year"	"keep"	"rank"	"votes"	"artist"	"song"	"filename"	"source"
"Push Up - Teeme Süsti "	2000	"TRUE"	9	373	"Push Up"	"Teeme Süsti "		
"Puuluup - Heinakõrs "	2018	"TRUE"	16	153	"Puuluup"	"Heinakõrs "		
"Puuluup - Süüta mu lumi "	2018	"TRUE"	29	86	"Puuluup"	"Süüta mu lumi "		
"Põhja-Tallinn & Jaagup Kreem - Eiolemulolla "	2015	"TRUE"	3	866	"Põhja-Tallinn & Jaagup Kreem"	"Eiolemulolla "		
"Põhja-Tallinn - Läbi raskuste "	2013	"TRUE"	15	228	"Põhja-Tallinn"	"Läbi raskuste "		
"Rainer Ild - You Find Me Cute "	2018	"TRUE"	13	158	"Rainer Ild"	"You Find Me Cute "		
"Renate - Komeedid "	2014	"TRUE"	32	105	"Renate"	"Komeedid "		
"Renate - Ping-Pong "	2018	"TRUE"	30	83	"Renate"	"Ping-Pong "		
"Respekt - Hullund "	2013	"TRUE"	14	232	"Respekt"	"Hullund "		
"Respekt - Miks sündisin nii "	2015	"TRUE"	11	187	"Respekt"	"Miks sündisin nii "		
"Respekt - Topeltmäng(olin vang) "	2016	"TRUE"	7	244	"Respekt"	"Topeltmäng(olin vang) "		
"Respekt - Üks kõigi seas "	2018	"TRUE"	14	156	"Respekt"	"Üks kõigi seas "		
"Revals - Allpool jõge "	2017	"TRUE"	24	92	"Revals"	"Allpool jõge "		
"Revolver - Deliirium "	2015	"TRUE"	37	39	"Revolver"	"Deliirium "		
"Rising Sun - Iialgi "	2014	"TRUE"	15	206	"Rising Sun"	"Iialgi "		
"Rising Sun - Stay That Way "	2009	"TRUE"	39	85	"Rising Sun"	"Stay That Way "		
"Rulers Of The Deep - Planet Drum "	2008	"TRUE"	19	337	"Rulers Of The Deep"	"Planet Drum "		
"Sammalhabe - Kahekestimullivannis "	2018	"TRUE"	31	80	"Sammalhabe"	"Kahekestimullivannis "		
"Sammalhabe - Zombi (kaasa teeb Lauri Täht) "	2016	"TRUE"	14	120	"Sammalhabe"	"Zombi (kaasa teeb Lauri Täht) "		
"Sander Mölder - On time "	2012	"TRUE"	38	49	"Sander Mölder"	"On time "		
"Sander Mölder x NOËP - San Francisco "	2018	"TRUE"	28	100	"Sander Mölder x NOËP"	"San Francisco "		
"Sepo, Siim & Sokk - Kui meie raadios räägime "	2001	"TRUE"	28	75	"Sepo, Siim & Sokk"	"Kui meie raadios räägime "		
"Shanon - Läbi Pisarate "	2009	"TRUE"	4	496	"Shanon"	"Läbi Pisarate "		
"Shanon - NaNaNaNaNa "	2017	"TRUE"	8	284	"Shanon"	"NaNaNaNaNa "		
"Simple Man - Tüdrukule "	1998	"TRUE"	39	60	"Simple Man"	"Tüdrukule "		
"Super Hot Cosmos Blues Band - Life Is Easy "	2015	"TRUE"	20	98	"Super Hot Cosmos Blues Band"	"Life Is Easy "		
"Tenfold Rabbit - If there was no sex "	2012	"TRUE"	36	51	"Tenfold Rabbit"	"If there was no sex "		
"The Boondocks - Plastic Century "	2017	"TRUE"	9	277	"The Boondocks"	"Plastic Century "		
"The Boondocks - That '60s song "	2018	"TRUE"	5	348	"The Boondocks"	"That '60s song "		
"The Boondocks - U and Me "	2016	"TRUE"	8	216	"The Boondocks"	"U and Me "		
"The Tuberkuloited - Hiline Kiirrong "	1997	"TRUE"	15	299	"The Tuberkuloited"	"Hiline Kiirrong "		
"Tiger Milk - International band "	2012	"TRUE"	32	55	"Tiger Milk"	"International band "		
"Tigran feat. Kapatu - Pärnumaranda "	2017	"TRUE"	40	50	"Tigran"	"Pärnumaranda "		
"Toe Tag - Keera Kõvemaks "	2009	"TRUE"	35	102	"Toe Tag"	"Keera Kõvemaks "		
"Tommy Cash - Euroz dollaz yeniz "	2014	"TRUE"	40	71	"Tommy Cash"	"Euroz dollaz yeniz "		
"Trad.Attack! - Kallimale "	2017	"TRUE"	14	172	"Trad.Attack!"	"Kallimale "		
"Trad.Attack! - Lell'o "	2018	"TRUE"	3	593	"Trad.Attack!"	"Lell'o "		
"Trinity & Caater - Tell Me Why "	2003	"TRUE"	13	352	"Trinity & Caater"	"Tell Me Why "		
"Tõnn Tobreluts - Tunnistan vea "	2017	"TRUE"	25	89	"Tõnn Tobreluts"	"Tunnistan vea "		
"Up'N'Down - Sügis "	1996	"TRUE"	17	301	"Up'N'Down"	"Sügis "		
"Up'n'Down - Unenägu "	1995	"TRUE"	8	442	"Up'n'Down"	"Unenägu "		
"Vaido Neigaus - I Believe "	2017	"TRUE"	38	52	"Vaido Neigaus"	"I Believe "		
"Vaido Neigaus - Kuuvalgus "	2015	"TRUE"	12	176	"Vaido Neigaus"	"Kuuvalgus "		
"Vaido Neigaus - Rikun ma reegleid "	2016	"TRUE"	22	92	"Vaido Neigaus"	"Rikun ma reegleid "		
"Vallatud Vestid - Jõesäng "	2013	"TRUE"	21	160	"Vallatud Vestid"	"Jõesäng "		
"Van Gogh - Ooh-Aah Just A Little Bit "	1996	"TRUE"	33	123	"Van Gogh"	"Ooh-Aah Just A Little Bit "		
"Vice Presidents - Sa Oled Midagi Muud "	1998	"TRUE"	20	155	"Vice Presidents"	"Sa Oled Midagi Muud "		
"Winny Puhh - Bussis "	2018	"TRUE"	22	130	"Winny Puhh"	"Bussis "		
"Žorg - Eat me alive "	2001	"TRUE"	32	67	"Žorg"	"Eat me alive "		
