"artist_title"	"year"	"keep"	"rank"	"votes"	"artist"	"song"	"filename"	"source"
"Liis Lemsalu - Täitugu Soovid "	2011	"TRUE"	33	95	"Liis Lemsalu"	"Täitugu Soovid "	"lyrics-liis_lemsalu-taitugu_soovid"	1
"Liisi Koikson - Sinu Hääl "	2006	"TRUE"	38	154	"Liisi Koikson"	"Sinu Hääl "	"lyrics-liisi_koikson-sinu_haal"	1
"Liisi Koikson - Sinu hääl "	2005	"TRUE"	31	372	"Liisi Koikson"	"Sinu hääl "	"lyrics-liisi_koikson-sinu_haal"	1
"Liisi Koikson Ja Marko Matvere - Tuulevaiksel Ööl "	2009	"TRUE"	7	463	"Liisi Koikson Ja Marko Matvere"	"Tuulevaiksel Ööl "	"lyrics-liisi_koikson-tuulevaiksel_ool"	1
"Loits - Suudelda Neidu "	2007	"TRUE"	37	182	"Loits"	"Suudelda Neidu "	"lyrics-loits-suudelda_neidu"	1
"Maarja & Lauris Reiniks - And You Came "	2005	"TRUE"	16	786	"Maarja & Lauris Reiniks"	"And You Came "	"lyrics-maarja-and_you_come"	1
"Maarja - First In Line "	1997	"TRUE"	5	775	"Maarja"	"First In Line "	"lyrics-maarja-first_in_line"	1
"Maarja - First In Line "	1998	"TRUE"	35	72	"Maarja"	"First In Line "	"lyrics-maarja-first_in_line"	1
"Maarja - Homme "	2004	"TRUE"	34	108	"Maarja"	"Homme "	"lyrics-maarja-homme"	1
"Maarja-Liis & Artur - Hüvastijätt "	1996	"TRUE"	7	760	"Maarja-Liis & Artur"	"Hüvastijätt "	"lyrics-maarja-huvastijatt"	1
"Maarja - Just Missed The Train "	1998	"TRUE"	31	95	"Maarja"	"Just Missed The Train "	"lyrics-maarja-just_missed_the_train"	1
"Maarja-Liis & Ivo Linna - Kaelakee Hääl "	1996	"TRUE"	2	1403	"Maarja-Liis & Ivo Linna"	"Kaelakee Hääl "	"lyrics-maarja-kaelakee_haal"	1
"Maarja - Keelatud Maa "	1997	"TRUE"	17	295	"Maarja"	"Keelatud Maa "	"lyrics-maarja-keelatud_maa"	1
"Maarja-Liis - Kohtumine "	1995	"TRUE"	4	560	"Maarja-Liis"	"Kohtumine "	"lyrics-maarja-kohtumine"	1
"Maarja - Please Don't Cry "	2000	"TRUE"	29	95	"Maarja"	"Please Don't Cry "	"lyrics-maarja-please_don_t_cry"	1
"Maarja - Rainbow Colors "	1997	"TRUE"	19	264	"Maarja"	"Rainbow Colors "	"lyrics-maarja-rainbow_colours"	1
"Maarja-Liis - Sa ju tead "	1995	"TRUE"	40	102	"Maarja-Liis"	"Sa ju tead "	"lyrics-maarja-sa_ju_tead"	1
"Maarja - Say You Will "	2002	"TRUE"	35	172	"Maarja"	"Say You Will "	"lyrics-maarja-say_you_will"	1
"Maarja - Shine It On "	2006	"TRUE"	24	322	"Maarja"	"Shine It On "	"lyrics-maarja-shine_it_on"	1
"Maarja-Liis - Veel Hüüan Sind "	1996	"TRUE"	32	125	"Maarja-Liis"	"Veel Hüüan Sind "	"lyrics-maarja-veel_huuan_sind"	1
"Maian - Sinise leegiga "	2018	"TRUE"	19	138	"Maian"	"Sinise leegiga "	"lyrics-maian-sinise_leegiga"	1
"Malcolm Lincoln - Siren "	2010	"TRUE"	19	185	"Malcolm Lincoln"	"Siren "	"lyrics-malcolm_lincoln-siren"	1
"Manatark - Meelepett "	2000	"TRUE"	24	121	"Manatark"	"Meelepett "	"lyrics-manatark-meelepett"	1
"Mari Pokinen - No Näed "	2010	"TRUE"	38	96	"Mari Pokinen"	"No Näed "	"lyrics-mari_pokinen-no_naed"	1
"Mari-Leen - 1987 "	2008	"TRUE"	40	130	"Mari-Leen"	1987	"lyrics-mari-leen_kaselaan-1987"	1
"Mari-Leen - Elektrisinises "	2008	"TRUE"	15	353	"Mari-Leen"	"Elektrisinises "	"lyrics-mari-leen_kaselaan-elektrisinises"	1
"Mari-Leen - Rahutu Tuhkatriinu "	2006	"TRUE"	2	2315	"Mari-Leen"	"Rahutu Tuhkatriinu "	"lyrics-mari-leen_kaselaan-rahutu_tuhkatriinu"	1
"Mari-Leen - Suure Linna Inglid "	2006	"TRUE"	5	1553	"Mari-Leen"	"Suure Linna Inglid "	"lyrics-mari-leen_kaselaan-suure_linna_inglid"	1
"Mari Liis - Teine Dimensioon "	1997	"TRUE"	3	844	"Mari Liis"	"Teine Dimensioon "	"lyrics-mari-liis-ii_dimensioon"	1
"Mari Liis - Mis Tegema Nüüd Pean "	1997	"TRUE"	10	325	"Mari Liis"	"Mis Tegema Nüüd Pean "	"lyrics-mari-liis-mis_tegema_nuud_pean"	1
"Mari Liis - Mis Tegema Nüüd Pean "	1997	"TRUE"	12	325	"Mari Liis"	"Mis Tegema Nüüd Pean "	"lyrics-mari-liis-mis_tegema_nuud_pean"	1
"Mari - Väike Valge Vale "	2010	"TRUE"	17	197	"Mari"	"Väike Valge Vale "	"lyrics-mari-vaike_valge_vale"	1
"Mart Mardisalu & Hedvig Hanson - Varumees "	1995	"TRUE"	2	960	"Mart Mardisalu & Hedvig Hanson"	"Varumees "	"lyrics-mart_mardisalu-varumees"	1
"Marten Kuningas - Tagurpidi vaal "	2014	"TRUE"	18	172	"Marten Kuningas"	"Tagurpidi vaal "	"lyrics-marten_kuningas-tagurpidi_vaal"	1
"Marvi Vallaste & Bad Orange - Sa ja Ma "	2008	"TRUE"	21	230	"Marvi Vallaste & Bad Orange"	"Sa ja Ma "	"lyrics-marvi_vallaste-sa_ja_ma"	1
"Meie Mees - Laisk nagu loom "	2002	"TRUE"	26	195	"Meie Mees"	"Laisk nagu loom "	"lyrics-meie_mees-laisk_nagu_loom"	1
"Meie Mees & TTÜ naiskoor - Moskva "	2001	"TRUE"	31	68	"Meie Mees & TTÜ naiskoor"	"Moskva "	"lyrics-meie_mees-moskva"	1
"Meie Mees - Moskva "	2000	"TRUE"	11	300	"Meie Mees"	"Moskva "	"lyrics-meie_mees-moskva"	1
"Meie mees - Raha pole rukis "	2002	"TRUE"	32	179	"Meie mees"	"Raha pole rukis "	"lyrics-meie_mees-raha_pole_rukis_ehk_the_rukis_song"	1
"Meie mees - Rekkamehe argipäev "	2002	"TRUE"	38	159	"Meie mees"	"Rekkamehe argipäev "	"lyrics-meie_mees-rekkamehe_argipaev"	1
"Meie Mees - Settekaevu Sultan "	2002	"TRUE"	4	854	"Meie Mees"	"Settekaevu Sultan "	"lyrics-meie_mees-settekaevu_sultan"	1
"Meie Mees - Sinine Vilkur "	2002	"TRUE"	2	1568	"Meie Mees"	"Sinine Vilkur "	"lyrics-meie_mees-sinine_vilkur"	1
"Meie Mees - Sinine vilkur "	2003	"TRUE"	19	264	"Meie Mees"	"Sinine vilkur "	"lyrics-meie_mees-sinine_vilkur"	1
"Meie Mees - Šokolaadist jänes "	2004	"TRUE"	16	254	"Meie Mees"	"Šokolaadist jänes "	"lyrics-meie_mees-sokolaadist_janes"	1
"Meie Mees & Nexus - Tormituuled "	2005	"TRUE"	15	856	"Meie Mees & Nexus"	"Tormituuled "	"lyrics-meie_mees-tormituuled"	1
"Meie Mees - Tütreke, second hand "	2001	"TRUE"	4	1087	"Meie Mees"	"Tütreke, second hand "	"lyrics-meie_mees-tutreke_second_hand"	1
"Meie Mees - Valge Mersu "	2008	"TRUE"	38	136	"Meie Mees"	"Valge Mersu "	"lyrics-meie_mees-valge_mersu"	1
"Meie Mees - Vinge Päss "	2005	"TRUE"	35	322	"Meie Mees"	"Vinge Päss "	"lyrics-meie_mees-vinge_pass"	1
"Meie Mees ja EKE inseneride koor - Viska leili "	2003	"TRUE"	24	238	"Meie Mees ja EKE inseneride koor"	"Viska leili "	"lyrics-meie_mees-viskan_leili"	1
"Merlyn Uusküla - Ihuüksi (I.M.T.B Remix) "	2010	"TRUE"	4	610	"Merlyn Uusküla"	"Ihuüksi (I.M.T.B Remix) "	"lyrics-merka-ihuuksinda"	1
"Merlyn Uusküla - Jälle 18 "	2017	"TRUE"	7	423	"Merlyn Uusküla"	"Jälle 18 "	"lyrics-merlyn_uuskula_merka_-jalle_18_"	1
"Merlyn Uusküla Feat. Cool D - Miks Alles Nüüd "	2010	"TRUE"	6	455	"Merlyn Uusküla"	"Miks Alles Nüüd "	"lyrics-merlyn_uuskula_merka_-miks_alles_nuud"	1
"Merlyn Uusküla - Raju reede "	2016	"TRUE"	3	601	"Merlyn Uusküla"	"Raju reede "	"lyrics-merlyn_uuskula_merka_-raju_reede"	1
"Metro Luminal - Isa tuli koju "	1995	"TRUE"	25	215	"Metro Luminal"	"Isa tuli koju "	"lyrics-metro_luminal-isa_tuli_koju"	1
"Metsakutsu - Ära mine närvi "	2016	"TRUE"	30	55	"Metsakutsu"	"Ära mine närvi "	"lyrics-metsakutsu-ara_mine_narvi"	1
"Metsakutsu - Mustad südamed "	2013	"TRUE"	20	161	"Metsakutsu"	"Mustad südamed "	"lyrics-metsakutsu-mustad_sudamed"	1
"Metsakutsu - Valed on valed "	2013	"TRUE"	35	77	"Metsakutsu"	"Valed on valed "	"lyrics-metsakutsu-valed_on_valed"	1
"Metsatöll - Küü "	2011	"TRUE"	28	116	"Metsatöll"	"Küü "	"lyrics-metsatoll-kuu"	1
"Metsatöll - Lahinguväljal Näeme, Raisk! "	2006	"TRUE"	28	235	"Metsatöll"	"Lahinguväljal Näeme, Raisk! "	"lyrics-metsatoll-lahinguvaljal_naeme_raisk_"	1
"Metsatöll - Oma laulu ei leia ma üles "	2005	"TRUE"	20	611	"Metsatöll"	"Oma laulu ei leia ma üles "	"lyrics-metsatoll-oma_laulu_ei_leia_ma_ules"	1
"Mia - Ingel Mu Kõrval "	2010	"TRUE"	7	378	"Mia"	"Ingel Mu Kõrval "	"lyrics-mia-ingel_mu_korval"	1
"Mick Pedaja - Seis "	2016	"TRUE"	28	65	"Mick Pedaja"	"Seis "	"lyrics-mick_pedaja-seis"	1
"Mikk Mäe - Lõkke Ääres "	2015	"TRUE"	36	39	"Mikk Mäe"	"Lõkke Ääres "	"lyrics-mikk_mae-lokke_aares"	1
"Mikk Mäe - Meie aeg on käes "	2015	"TRUE"	27	61	"Mikk Mäe"	"Meie aeg on käes "	"lyrics-mikk_mae-meie_aeg_on_kaes"	1
"Mikk Saar - Ma Olen Jää "	2007	"TRUE"	25	286	"Mikk Saar"	"Ma Olen Jää "	"lyrics-mikk_saar-ma_olen_jaa"	1
"Mikk Saar - See Pole See "	2006	"TRUE"	8	865	"Mikk Saar"	"See Pole See "	"lyrics-mikk_saar-see_pole_see"	1
"Miljardid - Olendid "	2017	"TRUE"	13	195	"Miljardid"	"Olendid "	"lyrics-miljardid-olendid"	1
"Miljardid - Vilkuvad kollased "	2017	"TRUE"	29	82	"Miljardid"	"Vilkuvad kollased "	"lyrics-miljardid-vilkuvad_kollased"	1
"Mimicry - Heat "	2010	"TRUE"	34	111	"Mimicry"	"Heat "	"lyrics-mimicry-heat"	1
"Mr. Happyman - Las mina proovin siis ka "	1995	"TRUE"	12	313	"Mr. Happyman"	"Las mina proovin siis ka "	"lyrics-mr_happyman-las_mina_proovin_siis_ka"	1
"Mr. Happyman - Suve Paradiis "	1996	"TRUE"	30	153	"Mr. Happyman"	"Suve Paradiis "	"lyrics-mr_happyman-suve_paradiis"	1
"Mr. Lawrence - Annabel "	1995	"TRUE"	15	265	"Mr. Lawrence"	"Annabel "	"lyrics-mr_lawrence-annabel"	1
"Mr.Lawrence - Dinosaur "	1999	"TRUE"	14	328	"Mr.Lawrence"	"Dinosaur "	"lyrics-mr_lawrence-dinosaur"	1
"Mr. Lawrence - Every Day Is Like Sunday"	1994	"TRUE"	14		"Mr. Lawrence"	"Every Day Is Like Sunday"	"lyrics-mr_lawrence-everyday_is_like_sunday"	1
"Mr.Lawrence - I'm Still Here "	1999	"TRUE"	12	346	"Mr.Lawrence"	"I'm Still Here "	"lyrics-mr_lawrence-i_m_still_here"	1
"Mr. Lawrence - Moonchild"	1994	"TRUE"	21		"Mr. Lawrence"	"Moonchild"	"lyrics-mr_lawrence-moonchild"	1
"Mr.Lawrence - Songs From The Radio "	1999	"TRUE"	18	195	"Mr.Lawrence"	"Songs From The Radio "	"lyrics-mr_lawrence-songs_from_the_radio"	1
"Must Q - Armastuse mudel "	1995	"TRUE"	23	228	"Must Q"	"Armastuse mudel "	"lyrics-must_q-armastuse_mudel"	1
"Must Q - Kalme "	1996	"TRUE"	9	603	"Must Q"	"Kalme "	"lyrics-must_q-kalme"	1
"Must Q - Praktiline Armastus "	1995	"TRUE"	6	540	"Must Q"	"Praktiline Armastus "	"lyrics-must_q-praktiline_armastus"	1
"Must Q - Rahvaspordipäev "	1995	"TRUE"	9	371	"Must Q"	"Rahvaspordipäev "	"lyrics-must_q-rahvaspordipaev"	1
"Must Q - Soov "	1995	"TRUE"	16	264	"Must Q"	"Soov "	"lyrics-must_q-soov"	1
"N-Euro - Lover On The Line "	2006	"TRUE"	15	456	"N-Euro"	"Lover On The Line "	"lyrics-n-euro-lover_on_the_line"	1
"N-Euro - Tsaka-tsaka "	1999	"TRUE"	27	100	"N-Euro"	"Tsaka-tsaka "	"lyrics-n-euro-tshaka-tshaka"	1
"N-Euro - Vesi peale "	2000	"TRUE"	8	447	"N-Euro"	"Vesi peale "	"lyrics-n-euro-vesi_peale"	1
"Naised köögis - Aasta ema "	2017	"TRUE"	3	575	"Naised köögis"	"Aasta ema "	"lyrics-naised_koogis-aasta_ema"	1
"Naised köögis - Naised, naised "	2016	"TRUE"	29	58	"Naised köögis"	"Naised, naised "	"lyrics-naised_koogis-naised_naised"	1
"Nancy - Ainult teisi näed "	1995	"TRUE"	26	159	"Nancy"	"Ainult teisi näed "	"lyrics-nancy-ainult_teisi_naed"	1
"Nancy - Hellalt hoia mind "	1995	"TRUE"	29	139	"Nancy"	"Hellalt hoia mind "	"lyrics-nancy-hellalt_hoia_mind"	1
"Nancy - Keegi Teine "	1995	"TRUE"	7	459	"Nancy"	"Keegi Teine "	"lyrics-nancy-keegi_teine"	1
"Nancy - Pilgud ja nooled "	1995	"TRUE"	19	252	"Nancy"	"Pilgud ja nooled "	"lyrics-nancy-pilgud_ja_nooled"	1
"Neiokõsõ - Tii "	2004	"TRUE"	30	128	"Neiokõsõ"	"Tii "	"lyrics-neiokoso-tii"	1
"Nele Liis Vaiksoo & Jassi Sahharov - Öölaps "	2002	"TRUE"	36	171	"Nele Liis Vaiksoo & Jassi Sahharov"	"Öölaps "	"lyrics-nele-liis_vaiksoo-oolaps"	1
"Nele-Liis Vaiksoo & Jassi Žahharov - Öölaps "	2001	"TRUE"	16	245	"Nele-Liis Vaiksoo & Jassi Žahharov"	"Öölaps "	"lyrics-nele-liis_vaiksoo-oolaps"	1
"Nexus - Hingetuna "	2004	"TRUE"	1	1919	"Nexus"	"Hingetuna "	"lyrics-nexus-hingetuna"	1
"Nexus - Hingetuna "	2005	"TRUE"	38	309	"Nexus"	"Hingetuna "	"lyrics-nexus-hingetuna"	1
"Nexus ja Koit Toome - Lubasid tulla "	2004	"TRUE"	5	835	"Nexus ja Koit Toome"	"Lubasid tulla "	"lyrics-nexus-lubasid_tulla"	1
"Nexus - Nii kui nii "	2005	"TRUE"	2	3709	"Nexus"	"Nii kui nii "	"lyrics-nexus-nii_kui_nii"	1
"Nexus - Nii Kuum "	2003	"TRUE"	1	2262	"Nexus"	"Nii Kuum "	"lyrics-nexus-nii_kuum"	1
"Nexus - Nii kuum "	2004	"TRUE"	24	153	"Nexus"	"Nii kuum "	"lyrics-nexus-nii_kuum"	1
"Nexus - Nii kuum "	2005	"TRUE"	37	311	"Nexus"	"Nii kuum "	"lyrics-nexus-nii_kuum"	1
"Nexus - Sa vaatad mul silma "	2005	"TRUE"	9	1427	"Nexus"	"Sa vaatad mul silma "	"lyrics-nexus-sa_vaata_mul_silma"	1
"Nexus - Suveöös "	2003	"TRUE"	33	171	"Nexus"	"Suveöös "	"lyrics-nexus-suveoos"	1
"Nexus - Tantsijatar "	2003	"TRUE"	39	142	"Nexus"	"Tantsijatar "	"lyrics-nexus-tantsijatar"	1
"Nexus - Tormituuled "	2005	"TRUE"	25	461	"Nexus"	"Tormituuled "	"lyrics-nexus-tormituuled"	1
"Nightlight Duo - Another Country Song "	2002	"TRUE"	11	394	"Nightlight Duo"	"Another Country Song "	"lyrics-nightlight_duo-another_country_song"	1
"Nightlight Duo - Jäljed liival "	2001	"TRUE"	8	557	"Nightlight Duo"	"Jäljed liival "	"lyrics-nightlight_duo-jaljed_liival"	1
"Nightlight Duo - La Fiesta Del Sol "	2002	"TRUE"	20	246	"Nightlight Duo"	"La Fiesta Del Sol "	"lyrics-nightlight_duo-la_fiesta_del_sol"	1
"Nightlight Duo - Veel kord "	2001	"TRUE"	26	86	"Nightlight Duo"	"Veel kord "	"lyrics-nightlight_duo-veel_kord"	1
"Niki - Äike Päike "	2007	"TRUE"	10	686	"Niki"	"Äike Päike "	"lyrics-niki-aike_paike"	1
"Niki - Liisa "	2008	"TRUE"	18	341	"Niki"	"Liisa "	"lyrics-niki-liisa"	1
"Niki - Sa Oled See Kes Jääb "	2007	"TRUE"	7	996	"Niki"	"Sa Oled See Kes Jääb "	"lyrics-niki-sa_oled_see_kes_jaab"	1
"No Big Silence - On The Hunt "	2000	"TRUE"	17	234	"No Big Silence"	"On The Hunt "	"lyrics-no_big_silence-on_the_hunt"	1
"No Big Silence - Robot Super Lover Boy "	2002	"TRUE"	33	175	"No Big Silence"	"Robot Super Lover Boy "	"lyrics-no_big_silence-robot_super_lover_boy"	1
"Noep - Jennifer Lawrence "	2017	"TRUE"	11	241	"Noep"	"Jennifer Lawrence "	"lyrics-no_p-jennifer_lawrence"	1
"Noep - Move "	2015	"TRUE"	5	477	"Noep"	"Move "	"lyrics-no_p-move"	1
"Noep - Rihanna "	2015	"TRUE"	32	43	"Noep"	"Rihanna "	"lyrics-no_p-rihanna"	1
"Noep - Rooftop "	2016	"TRUE"	4	462	"Noep"	"Rooftop "	"lyrics-no_p-rooftop"	1
"Noisebleed - Mis Ootab Ees "	2009	"TRUE"	24	154	"Noisebleed"	"Mis Ootab Ees "	"lyrics-noisebleed-mis_ootab_ees"	1
"Rumal Noorkuu - Sweet Kisses "	1997	"TRUE"	33	122	"Rumal Noorkuu"	"Sweet Kisses "	"lyrics-noorkuu-sweet_kisses"	1
"Nublu - Mina ka ft. reket "	2018	"TRUE"	1	877	"Nublu"	"Mina ka ft. reket "	"lyrics-nublu-mina_ka"	1
"Nublu - öölaps! "	2018	"TRUE"	2	667	"Nublu"	"öölaps! "	"lyrics-nublu-oolaps"	1
"O3 - Sun "	2002	"TRUE"	34	174	"O3"	"Sun "	"lyrics-o3-sun"	1
"Öed - Rulli rulli rulli "	2018	"TRUE"	21	132	"Öed"	"Rulli rulli rulli "	"lyrics-oed-rulli_rulli_rulli"	2
"Olavi Otepalu - Suurlinna tuled "	2016	"TRUE"	12	136	"Olavi Otepalu"	"Suurlinna tuled "	"lyrics-olavi_otepalu-suurlinna_tuled"	1
"Orelipoiss - See Alles Jääb "	2010	"TRUE"	11	256	"Orelipoiss"	"See Alles Jääb "	"lyrics-orelipoiss-see_alles_jaab"	1
"Orelipoiss - Valss "	2011	"TRUE"	17	167	"Orelipoiss"	"Valss "	"lyrics-orelipoiss-valss"	1
"Ott Lepland - Hingesugulane "	2015	"TRUE"	6	404	"Ott Lepland"	"Hingesugulane "	"lyrics-ott_lepland-hingesugulane"	1
"Ott Lepland - Imede öö "	2012	"TRUE"	8	302	"Ott Lepland"	"Imede öö "	"lyrics-ott_lepland-imede_oo"	1
"Ott Lepland - Jäädagi nii "	2014	"TRUE"	7	327	"Ott Lepland"	"Jäädagi nii "	"lyrics-ott_lepland-jaadagi_nii"	1
"Ott Lepland - Kodu "	2012	"TRUE"	9	280	"Ott Lepland"	"Kodu "	"lyrics-ott_lepland-kodu"	1
"Ott Lepland - Kohtume Jälle "	2010	"TRUE"	16	210	"Ott Lepland"	"Kohtume Jälle "	"lyrics-ott_lepland-kohtume_jalle"	1
"Ott Lepland - Kuula "	2011	"TRUE"	26	124	"Ott Lepland"	"Kuula "	"lyrics-ott_lepland-kuula"	1
"Ott Lepland - Kuula "	2012	"TRUE"	3	911	"Ott Lepland"	"Kuula "	"lyrics-ott_lepland-kuula"	1
"Ott Lepland - Kuula "	2013	"TRUE"	40	71	"Ott Lepland"	"Kuula "	"lyrics-ott_lepland-kuula"	1
"Ott Lepland - Läbi Öise Tallinna "	2010	"TRUE"	10	268	"Ott Lepland"	"Läbi Öise Tallinna "	"lyrics-ott_lepland-labi_oise_tallinna"	1
"Ott Lepland - Maagiline maa "	2013	"TRUE"	38	72	"Ott Lepland"	"Maagiline maa "	"lyrics-ott_lepland-maagiline_maa"	1
"Ott Lepland - Otsides Ma Pean Su Jälle Leidma "	2009	"TRUE"	17	203	"Ott Lepland"	"Otsides Ma Pean Su Jälle Leidma "	"lyrics-ott_lepland-otsides_ma_pean_su_leidma"	1
"Ott Lepland - Siin me kokku saime "	2017	"TRUE"	21	105	"Ott Lepland"	"Siin me kokku saime "	"lyrics-ott_lepland-siin_me_kokku_saime"	1
"Ott Lepland - Sinine safiir "	2016	"TRUE"	25	79	"Ott Lepland"	"Sinine safiir "	"lyrics-ott_lepland-sinine_safiir"	1
"Ott Lepland Ja Lenna - Sinuni "	2010	"TRUE"	9	309	"Ott Lepland Ja Lenna"	"Sinuni "	"lyrics-ott_lepland-sinuni"	1
"Ott Lepland Ja Lenna - Sinuni "	2011	"TRUE"	25	126	"Ott Lepland Ja Lenna"	"Sinuni "	"lyrics-ott_lepland-sinuni"	1
"Ott Lepland - Süte Peal Sulanud Jää "	2010	"TRUE"	2	856	"Ott Lepland"	"Süte Peal Sulanud Jää "	"lyrics-ott_lepland-sute_peal_sulanud_jaa"	1
"Ott Lepland - Tunnen Elus End "	2011	"TRUE"	3	1009	"Ott Lepland"	"Tunnen Elus End "	"lyrics-ott_lepland-tunnen_elus_end"	1
"Outloudz - Horrors "	2011	"TRUE"	8	466	"Outloudz"	"Horrors "	"lyrics-outloudz-horrors"	1
"Outloudz - I Wanna Meet Bob Dylan "	2011	"TRUE"	5	748	"Outloudz"	"I Wanna Meet Bob Dylan "	"lyrics-outloudz-i_wanna_meet_bob_dylan"	1
"Outloudz - The Only Sound "	2011	"TRUE"	27	123	"Outloudz"	"The Only Sound "	"lyrics-outloudz-the_only_sound"	1
"Liis & Paavo - Baar "	2004	"TRUE"	23	157	"Liis & Paavo"	"Baar "	"lyrics-paavo_liis-baar"	1
"Kristjan Kasearu & Paradise Crew - Üksinduses "	2008	"TRUE"	9	579	"Kristjan Kasearu & Paradise Crew"	"Üksinduses "	"lyrics-paradise_crew-uksinduses"	1
"Kristjan Kasearu @ Paradise Crew - Üksinduses "	2007	"TRUE"	16	452	"Kristjan Kasearu @ Paradise Crew"	"Üksinduses "	"lyrics-paradise_crew-uksinduses"	1
"Kristjan Kasearu @ Paradise Crew - Vahel Just Nii On Hea "	2007	"TRUE"	14	476	"Kristjan Kasearu @ Paradise Crew"	"Vahel Just Nii On Hea "	"lyrics-paradise_crew-vahel_just_nii_on_hea"	1
"Pixie Twins - Raske loobuda "	2002	"TRUE"	16	318	"Pixie Twins"	"Raske loobuda "	"lyrics-pixie_twins-raske_loobuda"	1
"Pixie Twins - Valgus ja varjud "	2002	"TRUE"	39	157	"Pixie Twins"	"Valgus ja varjud "	"lyrics-pixie_twins-valgus_ja_varjud"	1
"Planeet - Satelliidid "	2012	"TRUE"	20	102	"Planeet"	"Satelliidid "	"lyrics-planeet-satelliidid"	1
"Pluuto - Mõtetes "	2018	"TRUE"	8	273	"Pluuto"	"Mõtetes "	"lyrics-pluuto-motetes"	1
"Põhja-Tallinn - Alati olemas "	2017	"TRUE"	1	845	"Põhja-Tallinn"	"Alati olemas "	"lyrics-pohja-tallinn-alati_olemas"	1
"Põhja-Tallinn - Kallis "	2013	"TRUE"	8	344	"Põhja-Tallinn"	"Kallis "	"lyrics-pohja-tallinn-kallis"	1
"Põhja-Tallinn - Kõik mis meid hoiab "	2014	"TRUE"	30	107	"Põhja-Tallinn"	"Kõik mis meid hoiab "	"lyrics-pohja-tallinn-koik_mis_meid_hoiab"	1
"Põhja-Tallinn - Küsin endalt nõu "	2013	"TRUE"	3	568	"Põhja-Tallinn"	"Küsin endalt nõu "	"lyrics-pohja-tallinn-kusin_endalt_nou"	1
"Põhja-Tallinn - Kuula mind ära "	2013	"TRUE"	6	398	"Põhja-Tallinn"	"Kuula mind ära "	"lyrics-pohja-tallinn-kuula_mind_ara"	1
"Põhja-Tallinn - Lähen ja tulen "	2012	"TRUE"	2	947	"Põhja-Tallinn"	"Lähen ja tulen "	"lyrics-pohja-tallinn-lahen_ja_tulen"	1
"Põhja-Tallinn - Me saame hakkama "	2014	"TRUE"	6	354	"Põhja-Tallinn"	"Me saame hakkama "	"lyrics-pohja-tallinn-me_saame_hakkama"	1
"Põhja-Tallinn - Meil on aega veel "	2012	"TRUE"	1	1385	"Põhja-Tallinn"	"Meil on aega veel "	"lyrics-pohja-tallinn-meil_on_veel_aega"	1
"Põhja-Tallinn - Meil on aega veel "	2013	"TRUE"	25	96	"Põhja-Tallinn"	"Meil on aega veel "	"lyrics-pohja-tallinn-meil_on_veel_aega"	1
"Põhja-Tallinn - Nii lihtsalt ei saa "	2012	"TRUE"	4	381	"Põhja-Tallinn"	"Nii lihtsalt ei saa "	"lyrics-pohja-tallinn-nii_lihtsalt_ei_saa"	1
"Põhja-Tallinn - Petteid loon'd "	2014	"TRUE"	17	181	"Põhja-Tallinn"	"Petteid loon'd "	"lyrics-pohja-tallinn-petteid_loon_d"	1
"Põhja-Tallinn - Tagavaraplaan "	2017	"TRUE"	23	94	"Põhja-Tallinn"	"Tagavaraplaan "	"lyrics-pohja-tallinn-tagavaraplaan"	1
"Põhja-Tallinn - Tere tulemast "	2012	"TRUE"	17	130	"Põhja-Tallinn"	"Tere tulemast "	"lyrics-pohja-tallinn-tere_tulemast"	1
"Popidiot Feat. Jaan Elgula - Mängin Muusikat "	2009	"TRUE"	16	212	"Popidiot"	"Mängin Muusikat "	"lyrics-popidiot-mangin_muusikat"	1
"PS Troika - Kui meri oleks õlu "	2002	"TRUE"	13	386	"PS Troika"	"Kui meri oleks õlu "	"lyrics-ps_troika-kui_meri_oleks_olu"	1
"Push Up - Ämblikmees "	1999	"TRUE"	11	399	"Push Up"	"Ämblikmees "	"lyrics-push_up-amblikmees"	1
"Push Up - Dr.Noormann "	2000	"TRUE"	30	89	"Push Up"	"Dr.Noormann "	"lyrics-push_up-dr_noormann"	1
"Push Up - Geisha "	1999	"TRUE"	17	237	"Push Up"	"Geisha "	"lyrics-push_up-geisha"	1
"Push Up - Musi "	2000	"TRUE"	19	209	"Push Up"	"Musi "	"lyrics-push_up-musilaul"	1
"Push Up - Seksikas mänguasi "	1999	"TRUE"	40	34	"Push Up"	"Seksikas mänguasi "	"lyrics-push_up-seksikas_manguasi"	1
"Quattro - Elu kui filmis "	2005	"TRUE"	40	281	"Quattro"	"Elu kui filmis "	"lyrics-quattro-elu_kui_filmis"	1
"Reket - Gasell "	2017	"TRUE"	17	138	"Reket"	"Gasell "	"lyrics-reket-gasell"	1
"Reket - Köievedu "	2016	"TRUE"	10	158	"Reket"	"Köievedu "	"lyrics-reket-koievedu"	1
"reket - Kui puus pöörleb "	2018	"TRUE"	35	74	"reket"	"Kui puus pöörleb "	"lyrics-reket-kui_puus_poorleb"	2
"reket - Külm ja raske "	2018	"TRUE"	40	66	"reket"	"Külm ja raske "	"lyrics-reket-kulm_ja_raske"	1
"Renate - Katkised inimesed "	2015	"TRUE"	30	53	"Renate"	"Katkised inimesed "	"lyrics-renate-katkised_inimesed"	1
